,title,page_link,writer,script_link
451,"Fugitive, The","https://imsdb.com/Movie%20Scripts/Fugitive,%20The%20Script.html","Written by Jeb Stuart,David N. Twohy","https://imsdb.com/scripts/Fugitive,-The.html"
452,Full Metal Jacket,https://imsdb.com/Movie%20Scripts/Full%20Metal%20Jacket%20Script.html,"Written by Stanley Kubrick,Michael Herr,Gustav Hasford",no script
453,Funny People,https://imsdb.com/Movie%20Scripts/Funny%20People%20Script.html,Written by Judd Apatow,https://imsdb.com/scripts/Funny-People.html
454,Fury,https://imsdb.com/Movie%20Scripts/Fury%20Script.html,Written by David Ayer,no script
455,G.I. Jane,https://imsdb.com/Movie%20Scripts/G.I.%20Jane%20Script.html,Written by David Twohy,https://imsdb.com/scripts/G.I.-Jane.html
456,G.I. Joe: The Rise of Cobra,https://imsdb.com/Movie%20Scripts/G.I.%20Joe:%20The%20Rise%20of%20Cobra%20Script.html,"Written by Stuart Beattie,John Lee Hancock,Brian Koppelman,David Levien",https://imsdb.com/scripts/G.I.-Joe-The-Rise-of-Cobra.html
457,Game 6,https://imsdb.com/Movie%20Scripts/Game%206%20Script.html,Written by Don DeLillo,https://imsdb.com/scripts/Game-6.html
458,"Game, The","https://imsdb.com/Movie%20Scripts/Game,%20The%20Script.html","Written by John Brancato,Michael Ferris,Larry Gross,Andrew Kevin Walker","https://imsdb.com/scripts/Game,-The.html"
459,Gamer,https://imsdb.com/Movie%20Scripts/Gamer%20Script.html,"Written by Mark Neveldine,Brian Taylor",https://imsdb.com/scripts/Gamer.html
460,Gandhi,https://imsdb.com/Movie%20Scripts/Gandhi%20Script.html,Written by John Briley,https://imsdb.com/scripts/Gandhi.html
461,Gang Related,https://imsdb.com/Movie%20Scripts/Gang%20Related%20Script.html,Written by Jim Kouf,https://imsdb.com/scripts/Gang-Related.html
462,Gangs of New York,https://imsdb.com/Movie%20Scripts/Gangs%20of%20New%20York%20Script.html,"Written by Jay Cocks,Steven Zaillian,Kenneth Lonergan",https://imsdb.com/scripts/Gangs-of-New-York.html
463,Garden State,https://imsdb.com/Movie%20Scripts/Garden%20State%20Script.html,Written by Zach Braff,https://imsdb.com/scripts/Garden-State.html
464,Gattaca,https://imsdb.com/Movie%20Scripts/Gattaca%20Script.html,Written by Andrew Niccol,https://imsdb.com/scripts/Gattaca.html
465,Get Carter,https://imsdb.com/Movie%20Scripts/Get%20Carter%20Script.html,"Written by Mike Hodges,Ted Lewis",https://imsdb.com/scripts/Get-Carter.html
466,Get Low,https://imsdb.com/Movie%20Scripts/Get%20Low%20Script.html,"Written by Chris Provenzano,Scott Seeke,C. Gaby Mitchell",https://imsdb.com/scripts/Get-Low.html
467,Get on Up,https://imsdb.com/Movie%20Scripts/Get%20on%20Up%20Script.html,"Written by Steven Baigelman,Jez Butterworth,John-Henry Butterworth",https://imsdb.com/scripts/Get-on-Up.html
468,Get Out,https://imsdb.com/Movie%20Scripts/Get%20Out%20Script.html,Written by Jordan Peele,https://imsdb.com/scripts/Get-Out.html
469,Get Shorty,https://imsdb.com/Movie%20Scripts/Get%20Shorty%20Script.html,Written by Scott Frank,https://imsdb.com/scripts/Get-Shorty.html
470,"Getaway, The","https://imsdb.com/Movie%20Scripts/Getaway,%20The%20Script.html",Written by Walter Hill,"https://imsdb.com/scripts/Getaway,-The.html"
471,Ghost,https://imsdb.com/Movie%20Scripts/Ghost%20Script.html,Written by Bruce Joel Rubin,https://imsdb.com/scripts/Ghost.html
472,"Ghost and the Darkness, The","https://imsdb.com/Movie%20Scripts/Ghost%20and%20the%20Darkness,%20The%20Script.html",Written by William Goldman,"https://imsdb.com/scripts/Ghost-and-the-Darkness,-The.html"
473,Ghost Rider,https://imsdb.com/Movie%20Scripts/Ghost%20Rider%20Script.html,Written by David S. Goyer,https://imsdb.com/scripts/Ghost-Rider.html
474,Ghost Ship,https://imsdb.com/Movie%20Scripts/Ghost%20Ship%20Script.html,Written by Mark Hanlon,https://imsdb.com/scripts/Ghost-Ship.html
475,Ghost World,https://imsdb.com/Movie%20Scripts/Ghost%20World%20Script.html,"Written by Daniel Clowes,Terry Zwigoff",https://imsdb.com/scripts/Ghost-World.html
476,Ghostbusters,https://imsdb.com/Movie%20Scripts/Ghostbusters%20Script.html,"Written by Dan Aykroyd,Harold Ramis",https://imsdb.com/scripts/Ghostbusters.html
477,Ghostbusters 2,https://imsdb.com/Movie%20Scripts/Ghostbusters%202%20Script.html,"Written by Dan Aykroyd,Harold Ramis",https://imsdb.com/scripts/Ghostbusters-2.html
478,Ginger Snaps,https://imsdb.com/Movie%20Scripts/Ginger%20Snaps%20Script.html,Written by Karen Walton,no script
479,"Girl with the Dragon Tattoo, The","https://imsdb.com/Movie%20Scripts/Girl%20with%20the%20Dragon%20Tattoo,%20The%20Script.html",Written by Steven Zaillian,"https://imsdb.com/scripts/Girl-with-the-Dragon-Tattoo,-The.html"
480,Gladiator,https://imsdb.com/Movie%20Scripts/Gladiator%20Script.html,"Written by David Franzoni,John Logan",https://imsdb.com/scripts/Gladiator.html
481,Glengarry Glen Gross,https://imsdb.com/Movie%20Scripts/Glengarry%20Glen%20Gross%20Script.html,Written by David Mamet,https://imsdb.com/scripts/Glengarry-Glen-Gross.html
482,Go,https://imsdb.com/Movie%20Scripts/Go%20Script.html,Written by John August,https://imsdb.com/scripts/Go.html
483,Godfather,https://imsdb.com/Movie%20Scripts/Godfather%20Script.html,"Written by Mario Puzo,Francis Ford Coppola",https://imsdb.com/scripts/Godfather.html
484,Godfather Part II,https://imsdb.com/Movie%20Scripts/Godfather%20Part%20II%20Script.html,"Written by Mario Puzo,Francis Ford Coppola",https://imsdb.com/scripts/Godfather-Part-II.html
485,"Godfather Part III, The","https://imsdb.com/Movie%20Scripts/Godfather%20Part%20III,%20The%20Script.html","Written by Mario Puzo,Francis Ford Coppola","https://imsdb.com/scripts/Godfather-Part-III,-The.html"
486,Gods and Monsters,https://imsdb.com/Movie%20Scripts/Gods%20and%20Monsters%20Script.html,Written by Bill Condon,https://imsdb.com/scripts/Gods-and-Monsters.html
487,Godzilla,https://imsdb.com/Movie%20Scripts/Godzilla%20Script.html,"Written by Dean Devlin,Roland Emmerich",https://imsdb.com/scripts/Godzilla.html
488,Gone Baby Gone,https://imsdb.com/Movie%20Scripts/Gone%20Baby%20Gone%20Script.html,"Written by Ben Affleck,Aaron Stockard",https://imsdb.com/scripts/Gone-Baby-Gone.html
489,Gone in 60 Seconds,https://imsdb.com/Movie%20Scripts/Gone%20in%2060%20Seconds%20Script.html,Written by Scott Rosenberg,https://imsdb.com/scripts/Gone-in-60-Seconds.html
490,"Good Girl, The","https://imsdb.com/Movie%20Scripts/Good%20Girl,%20The%20Script.html",Written by Mike White,"https://imsdb.com/scripts/Good-Girl,-The.html"
491,Good Will Hunting,https://imsdb.com/Movie%20Scripts/Good%20Will%20Hunting%20Script.html,"Written by Matt Damon,Ben Affleck",https://imsdb.com/scripts/Good-Will-Hunting.html
492,Goodfellas,https://imsdb.com/Movie%20Scripts/Goodfellas%20Script.html,Written by Nicholas Pileggi,no script
493,Gothika,https://imsdb.com/Movie%20Scripts/Gothika%20Script.html,Written by Sebastian Gutierrez,https://imsdb.com/scripts/Gothika.html
494,Grabbers,https://imsdb.com/Movie%20Scripts/Grabbers%20Script.html,Written by Kevin Lehane,https://imsdb.com/scripts/Grabbers.html
495,"Graduate, The","https://imsdb.com/Movie%20Scripts/Graduate,%20The%20Script.html",Written by Buck Henry,"https://imsdb.com/scripts/Graduate,-The.html"
496,Gran Torino,https://imsdb.com/Movie%20Scripts/Gran%20Torino%20Script.html,Written by Nick Schenk,https://imsdb.com/scripts/Gran-Torino.html
497,Grand Hotel,https://imsdb.com/Movie%20Scripts/Grand%20Hotel%20Script.html,Written by Bela Balazs,https://imsdb.com/scripts/Grand-Hotel.html
498,Grand Theft Parsons,https://imsdb.com/Movie%20Scripts/Grand%20Theft%20Parsons%20Script.html,Written by Jeremy Drysdale,https://imsdb.com/scripts/Grand-Theft-Parsons.html
499,"Grapes of Wrath, The","https://imsdb.com/Movie%20Scripts/Grapes%20of%20Wrath,%20The%20Script.html",Written by Nunnally Johnson,"https://imsdb.com/scripts/Grapes-of-Wrath,-The.html"
500,Gravity,https://imsdb.com/Movie%20Scripts/Gravity%20Script.html,"Written by Alfonso Cuaron,Jonas Cuaron",https://imsdb.com/scripts/Gravity.html
501,"Great Gatsby, The","https://imsdb.com/Movie%20Scripts/Great%20Gatsby,%20The%20Script.html","Written by Baz Luhrmann,Craig Pearce","https://imsdb.com/scripts/Great-Gatsby,-The.html"
502,"Green Mile, The","https://imsdb.com/Movie%20Scripts/Green%20Mile,%20The%20Script.html","Written by Stephen King,Frank Darabont","https://imsdb.com/scripts/Green-Mile,-The.html"
503,Gremlins,https://imsdb.com/Movie%20Scripts/Gremlins%20Script.html,Written by Chris Columbus,https://imsdb.com/scripts/Gremlins.html
504,Gremlins 2,https://imsdb.com/Movie%20Scripts/Gremlins%202%20Script.html,Written by Charlie Haas,https://imsdb.com/scripts/Gremlins-2.html
505,"Grifters, The","https://imsdb.com/Movie%20Scripts/Grifters,%20The%20Script.html",Written by Donald E. Westlake,"https://imsdb.com/scripts/Grifters,-The.html"
506,Grosse Point Blank,https://imsdb.com/Movie%20Scripts/Grosse%20Point%20Blank%20Script.html,"Written by Tom Jankiewicz, D.V. deVincentis, S.K. Boatman,John Cusack",https://imsdb.com/scripts/Grosse-Point-Blank.html
507,Groundhog Day,https://imsdb.com/Movie%20Scripts/Groundhog%20Day%20Script.html,Written by Danny Rubin,https://imsdb.com/scripts/Groundhog-Day.html
508,"Grudge, The","https://imsdb.com/Movie%20Scripts/Grudge,%20The%20Script.html",Written by Stephen Susco,"https://imsdb.com/scripts/Grudge,-The.html"
509,Guardians of the Galaxy Vol 2,https://imsdb.com/Movie%20Scripts/Guardians%20of%20the%20Galaxy%20Vol%202%20Script.html,Written by James Gunn,https://imsdb.com/scripts/Guardians-of-the-Galaxy-Vol-2.html
510,Hackers,https://imsdb.com/Movie%20Scripts/Hackers%20Script.html,Written by Rafael Moreu,https://imsdb.com/scripts/Hackers.html
511,Hall Pass,https://imsdb.com/Movie%20Scripts/Hall%20Pass%20Script.html,"Written by Peter Farrelly,Bobby Farrelly,Kevin Barnett,Pete Jones",https://imsdb.com/scripts/Hall-Pass.html
512,Halloween,https://imsdb.com/Movie%20Scripts/Halloween%20Script.html,"Written by Jeff Fradley,Danny McBride,David Gordon Green",https://imsdb.com/scripts/Halloween.html
513,Halloween: The Curse of Michael Myers,https://imsdb.com/Movie%20Scripts/Halloween:%20The%20Curse%20of%20Michael%20Myers%20Script.html,Written by Daniel Farrands,https://imsdb.com/scripts/Halloween-The-Curse-of-Michael-Myers.html
514,Hancock,https://imsdb.com/Movie%20Scripts/Hancock%20Script.html,"Written by Vincent Ngo,Vince Gilligan",https://imsdb.com/scripts/Hancock.html
515,"Hangover, The","https://imsdb.com/Movie%20Scripts/Hangover,%20The%20Script.html","Written by Jon Lucas,Scott Moore","https://imsdb.com/scripts/Hangover,-The.html"
516,Hanna,https://imsdb.com/Movie%20Scripts/Hanna%20Script.html,Written by Seth Lochead,https://imsdb.com/scripts/Hanna.html
517,Hannah and Her Sisters,https://imsdb.com/Movie%20Scripts/Hannah%20and%20Her%20Sisters%20Script.html,Written by Woody Allen,https://imsdb.com/scripts/Hannah-and-Her-Sisters.html
518,Hannibal,https://imsdb.com/Movie%20Scripts/Hannibal%20Script.html,Written by Steven Zaillian,https://imsdb.com/scripts/Hannibal.html
519,"Happy Birthday, Wanda June","https://imsdb.com/Movie%20Scripts/Happy%20Birthday,%20Wanda%20June%20Script.html",Written by Kurt Vonnegut Jr.,"https://imsdb.com/scripts/Happy-Birthday,-Wanda-June.html"
520,Happy Feet,https://imsdb.com/Movie%20Scripts/Happy%20Feet%20Script.html,"Written by George Miller,John Collee",https://imsdb.com/scripts/Happy-Feet.html
521,Hard Rain,https://imsdb.com/Movie%20Scripts/Hard%20Rain%20Script.html,Written by Graham Yost,https://imsdb.com/scripts/Hard-Rain.html
522,Hard to Kill,https://imsdb.com/Movie%20Scripts/Hard%20to%20Kill%20Script.html,"Written by Steven Pressfield,Ronald Shusett,Steven Seagal",https://imsdb.com/scripts/Hard-to-Kill.html
523,Harold and Kumar Go to White Castle,https://imsdb.com/Movie%20Scripts/Harold%20and%20Kumar%20Go%20to%20White%20Castle%20Script.html,"Written by Jon Hurwitz,Hayden Schlossberg",https://imsdb.com/scripts/Harold-and-Kumar-Go-to-White-Castle.html
524,Harry Potter and the Chamber of Secrets,https://imsdb.com/Movie%20Scripts/Harry%20Potter%20and%20the%20Chamber%20of%20Secrets%20Script.html,"Written by J.K. Rowling,Steven Kloves",no script
525,Harry Potter and the Deathly Hallows Part 1,https://imsdb.com/Movie%20Scripts/Harry%20Potter%20and%20the%20Deathly%20Hallows%20Part%201%20Script.html,Written by Steve Kloves,no script
526,Harry Potter and the Goblet of Fire,https://imsdb.com/Movie%20Scripts/Harry%20Potter%20and%20the%20Goblet%20of%20Fire%20Script.html,"Written by Steven Kloves,J.K. Rowling",no script
527,Harry Potter and the Half-Blood Prince,https://imsdb.com/Movie%20Scripts/Harry%20Potter%20and%20the%20Half-Blood%20Prince%20Script.html,"Written by Steve Kloves,J.K. Rowling",no script
528,Harry Potter and the Prisoner of Azkaban,https://imsdb.com/Movie%20Scripts/Harry%20Potter%20and%20the%20Prisoner%20of%20Azkaban%20Script.html,"Written by J.K. Rowling,Steven Kloves",no script
529,Harry Potter and the Sorcerer's Stone,https://imsdb.com/Movie%20Scripts/Harry%20Potter%20and%20the%20Sorcerer's%20Stone%20Script.html,"Written by J.K. Rowling,Steven Kloves",no script
530,"Haunting, The","https://imsdb.com/Movie%20Scripts/Haunting,%20The%20Script.html","Written by David Self,Michael Tolkin","https://imsdb.com/scripts/Haunting,-The.html"
531,He's Just Not That Into You,https://imsdb.com/Movie%20Scripts/He's%20Just%20Not%20That%20Into%20You%20Script.html,"Written by Abby Kohn,Marc Silverstein",https://imsdb.com/scripts/He's-Just-Not-That-Into-You.html
532,Heat,https://imsdb.com/Movie%20Scripts/Heat%20Script.html,Written by Michael Mann,https://imsdb.com/scripts/Heat.html
533,Heathers,https://imsdb.com/Movie%20Scripts/Heathers%20Script.html,Written by Daniel Waters,https://imsdb.com/scripts/Heathers.html
534,Heavenly Creatures,https://imsdb.com/Movie%20Scripts/Heavenly%20Creatures%20Script.html,"Written by Fran Walsh,Peter Jackson",https://imsdb.com/scripts/Heavenly-Creatures.html
535,Heavy Metal,https://imsdb.com/Movie%20Scripts/Heavy%20Metal%20Script.html,"Written by Dan Goldberg,Len Blum",https://imsdb.com/scripts/Heavy-Metal.html
536,"Hebrew Hammer, The","https://imsdb.com/Movie%20Scripts/Hebrew%20Hammer,%20The%20Script.html",Written by Jonathan Kesselman,"https://imsdb.com/scripts/Hebrew-Hammer,-The.html"
537,Heist,https://imsdb.com/Movie%20Scripts/Heist%20Script.html,Written by David Mamet,https://imsdb.com/scripts/Heist.html
538,Hellbound: Hellraiser II,https://imsdb.com/Movie%20Scripts/Hellbound:%20Hellraiser%20II%20Script.html,"Written by Peter Atkins,Clive Barker",https://imsdb.com/scripts/Hellbound-Hellraiser-II.html
539,Hellboy,https://imsdb.com/Movie%20Scripts/Hellboy%20Script.html,"Written by Mike Mignola,Guillermo del Toro,Peter Briggs",https://imsdb.com/scripts/Hellboy.html
540,Hellboy 2: The Golden Army,https://imsdb.com/Movie%20Scripts/Hellboy%202:%20The%20Golden%20Army%20Script.html,Written by Guillermo del Toro,https://imsdb.com/scripts/Hellboy-2-The-Golden-Army.html
541,Hellraiser,https://imsdb.com/Movie%20Scripts/Hellraiser%20Script.html,Written by Clive Barker,https://imsdb.com/scripts/Hellraiser.html
542,Hellraiser 3: Hell on Earth,https://imsdb.com/Movie%20Scripts/Hellraiser%203:%20Hell%20on%20Earth%20Script.html,"Written by Peter Atkins,Tony Randel",https://imsdb.com/scripts/Hellraiser-3-Hell-on-Earth.html
543,Hellraiser: Deader,https://imsdb.com/Movie%20Scripts/Hellraiser:%20Deader%20Script.html,"Written by Clive Barker,Neal Marshall Stevens,Tim Day",https://imsdb.com/scripts/Hellraiser-Deader.html
544,Hellraiser: Hellseeker,https://imsdb.com/Movie%20Scripts/Hellraiser:%20Hellseeker%20Script.html,"Written by Carl Dupre,Clive Barker",https://imsdb.com/scripts/Hellraiser-Hellseeker.html
545,"Help, The","https://imsdb.com/Movie%20Scripts/Help,%20The%20Script.html","Written by Tate Taylor,Kathryn Stockett","https://imsdb.com/scripts/Help,-The.html"
546,Henry Fool,https://imsdb.com/Movie%20Scripts/Henry%20Fool%20Script.html,Written by Hal Hartley,https://imsdb.com/scripts/Henry-Fool.html
547,Henry's Crime,https://imsdb.com/Movie%20Scripts/Henry's%20Crime%20Script.html,Written by Sacha Gervasi,https://imsdb.com/scripts/Henry's-Crime.html
548,Her,https://imsdb.com/Movie%20Scripts/Her%20Script.html,Written by Spike Jonze,https://imsdb.com/scripts/Her.html
549,Hesher,https://imsdb.com/Movie%20Scripts/Hesher%20Script.html,"Written by Spencer Susser,David Michod",https://imsdb.com/scripts/Hesher.html
550,High Fidelity,https://imsdb.com/Movie%20Scripts/High%20Fidelity%20Script.html,"Written by Nick Hornby,D.V. DeVincentis",https://imsdb.com/scripts/High-Fidelity.html
551,Highlander,https://imsdb.com/Movie%20Scripts/Highlander%20Script.html,Written by Gregory Widen,https://imsdb.com/scripts/Highlander.html
552,Highlander: Endgame,https://imsdb.com/Movie%20Scripts/Highlander:%20Endgame%20Script.html,"Written by Gillian Horvath,William N. Panzer,Joel Soisson",https://imsdb.com/scripts/Highlander-Endgame.html
553,"Hills Have Eyes, The","https://imsdb.com/Movie%20Scripts/Hills%20Have%20Eyes,%20The%20Script.html","Written by Alexandre Aja,Gregory Levasseur","https://imsdb.com/scripts/Hills-Have-Eyes,-The.html"
554,His Girl Friday,https://imsdb.com/Movie%20Scripts/His%20Girl%20Friday%20Script.html,"Written by Ben Hecht,Charles MacArthur",https://imsdb.com/scripts/His-Girl-Friday.html
555,Hitchcock,https://imsdb.com/Movie%20Scripts/Hitchcock%20Script.html,"Written by John J. McLaughlin,Stephen Rebello",https://imsdb.com/scripts/Hitchcock.html
556,"Hitchhiker's Guide to the Galaxy, The","https://imsdb.com/Movie%20Scripts/Hitchhiker's%20Guide%20to%20the%20Galaxy,%20The%20Script.html",Written by Douglas Adams,"https://imsdb.com/scripts/Hitchhiker's-Guide-to-the-Galaxy,-The.html"
557,Hollow Man,https://imsdb.com/Movie%20Scripts/Hollow%20Man%20Script.html,"Written by Gary Scott Thompson,Andrew W. Marlowe",https://imsdb.com/scripts/Hollow-Man.html
558,Honeydripper,https://imsdb.com/Movie%20Scripts/Honeydripper%20Script.html,Written by John Sayles,https://imsdb.com/scripts/Honeydripper.html
559,Horrible Bosses,https://imsdb.com/Movie%20Scripts/Horrible%20Bosses%20Script.html,Written by Michael Markowitz,https://imsdb.com/scripts/Horrible-Bosses.html
560,"Horse Whisperer, The","https://imsdb.com/Movie%20Scripts/Horse%20Whisperer,%20The%20Script.html",Written by Eric Roth,"https://imsdb.com/scripts/Horse-Whisperer,-The.html"
561,"Hospital, The","https://imsdb.com/Movie%20Scripts/Hospital,%20The%20Script.html",Written by Paddy Chayefsky,"https://imsdb.com/scripts/Hospital,-The.html"
562,Hostage,https://imsdb.com/Movie%20Scripts/Hostage%20Script.html,Written by Robert Crais,https://imsdb.com/scripts/Hostage.html
